LINC00115
AC027702.1
AC103724.4
AC103724.3
CEBPD
PCMTD1
AC107952.2
SDCBP
AC022182.1
AC022182.2
AC100814.1
RRS1-AS1
RRS1
ADHFE1
MYBL1
SGK3
AC021321.1
LACTB2-AS1
MSC-AS1
MSC
SBSPON
ZC2HC1A
AC009812.1
PAG1
FABP5
AF117829.1
RIPK2
CALB1
AC023632.2
AC087752.4
TP53INP1
CPQ
RPL30
AP003352.1
NIPAL2
RNF19A
YWHAZ
AP003469.4
TRPS1
RAD21
AC023590.1
ENPP2
DEPTOR
AC104958.1
AC104958.2
FAM83A
ATAD2
FBXO32
RNF139-AS1
AC090198.1
AC090922.1
ZNF572
LINC00861
FAM84B
PCAT1
MYC
TMEM71
NDRG1
GML
AC138696.2
FAM83H
NRBP2
PLEC
OPLAH
WDR97
SCX
AC233992.3
LRRC24
ZNF252P-AS1
PLPP6
CDC37L1-DT
JAK2
PDCD1LG2
KIAA2026
SAXO1
PLIN2
AL391834.1
AL391834.2
AL591222.1
CDKN2A
CDKN2B
DDX58
AQP3
PRSS3
GALT
IL11RA
CA9
TPM2
SPAG8
ANKRD18A
AL845472.1
AL391987.4
ZNF658
LINC01504
ALDH1A1
ANXA1
RORB
NMRK1
TLE4
TLE1
FRMD3
CTSL
CKS2
GADD45G
FGD3
NINJ1
AL583839.1
FBP1
PTCH1
LINC00476
SLC35D2
HABP4
CDC14B
CTSV
CCDC180
TDRD7
XPA
FOXE1
TRMO
HEMGN
ANP32B
NR4A3
ZNF462
TXN
PTGR1
ZNF883
ZFP37
AL138895.1
ATP6V1G1
TNFSF8
HSPA5
AL162426.1
TTC16
AL162586.1
AK1
ST6GALNAC6
FAM102A
AL590708.1
AL359091.4
SET
AL592211.1
AL158151.1
AL391056.1
AL157938.2
PLPP7
AL358781.1
AK8
ABO
CACFD1
SARDH
BX649632.1
C9orf163
EGFL7
CCDC183
AJM1
C8G
LCN12
PTGDS
LCNL1
CLIC3
ABCA2
C9orf139
FUT7
NPDC1
TUBB4B
NOXA1
NLRP6
PGGHG
IFITM2
IFITM1
AC136475.1
IFITM3
AC136475.8
LRRC56
LMNTD2
IRF7
DUSP8
PRR33
TNNT3
ASCL2
C11orf21
TSPAN32
KCNQ1OT1
CDKN1C
SLC22A18AS
PHLDA2
CARS
OSBPL5
OR52I1
HBD
HBG1
HBG2
AC104389.4
HBE1
OR51B5
TRIM22
AC022762.2
DCHS1
PPFIBP2
RIC3
TMEM9B-AS1
MTRNR2L8
LINC00958
SPON1
PDE3B
NUCB2
AC124798.1
LDHA
TMEM86A
IGSF22
AC006299.1
BDNF-AS
ARL14EP
CD44
PRR5L
C11orf96
TSPAN18
PRDM11
AC044839.1
DGKZ
MDK
RTN4RL2
FAM111B
FAM111A
AP000442.2
PTGDR2
ZP1
FTH1
AHNAK
HNRNPUL2-BSCL2
AP001160.1
RARRES3
PLA2G16
DNAJC4
RASGRP2
PYGM
CDC42BPG
SNX15
SAC3D1
AP003068.1
AP003068.2
SLC25A45
NEAT1
MALAT1
KCNK7
CFL1
SNX32
CTSW
CD248
RIN1
CTSF
POLD4
CLCF1
TBC1D10C
CARNS1
CORO1B
CABP4
CDK2AP2
GSTP1
AP003716.1
KMT5B
GAL
ZNF705E
STARD10
PLEKHB1
UCP2
GDPD5
AP002360.3
LRRC32
CAPN5
PCF11-AS1
SYTL2
PRSS23
CTSC
SMCO4
AP000787.1
SESN3
MAML2
BIRC3
PDGFD
CASP4
CARD16
AP002433.1
ATM
LAYN
BCO2
AP002884.1
NCAM1
TTC12
CADM1
PCSK7
IL10RA
JAML
CD3D
CD3G
AP001267.1
AP001267.2
AP001267.3
CXCR5
BCL9L
AP003392.6
H2AFX
CCDC153
THY1
AP000977.1
SORL1
CRTAM
HSPA8
AP000866.5
VSIG2
ESAM
AP000866.2
TMEM45B
AP002986.1
AP003486.1
IGSF9B
AP000911.1
DIP2C
KLF6
AKR1C1
AKR1C3
IL2RA
AL137145.1
GATA3
CAMK1D
OPTN
AL157392.5
FRMD4A
FAM107B
OLAH
NMT2
FAM171A1
CUBN
VIM
ST8SIA6
APBB1IP
MPP7
AC022021.1
WAC-AS1
SVIL
EPC1
CCDC7
AL365203.2
ITGB1
AL121748.1
CREM
AL135791.1
ZNF33B
RASGEF1A
ZNF239
ZNF32
ALOX5
SGMS1-AS1
CDK1
ARID5B
RTKN2
DNAJC12
DDX21
SRGN
HKDC1
TSPAN15
PRF1
CDH23
VSIR
SPOCK2
DDIT4
P4HA1
AL731563.3
CFAP70
DUSP13
ZMIZ1-AS1
TSPAN14
AL603756.1
CCSER2
SNCG
IFIT2
IFIT3
IFIT1
KIF20B
CYP26A1
CEP55
HELLS
ENTPD1
PIK3AP1
FRAT1
PGAM1
GOLGA7B
SEC31B
PAX2
AL138762.1
AL391121.1
CALHM2
ADD3
MXI1
PDCD4-AS1
PDCD4
AL158163.2
AL158163.1
CCDC186
ABLIM1
AL731566.1
FAM53B
CTBP2
FANK1
ADAM12
PTPRE
MKI67
AL390763.2
BNIP3
AL162274.1
SCART1
SYCE1
WNT5B
CACNA2D4
CACNA1C
CACNA1C-AS1
AC005842.1
CCND2
AKAP3
CD9
SCNN1A
CD27
AC005840.4
GAPDH
AC006064.2
ACRBP
ING4
PTMS
LAG3
CD4
TPI1
SPSB2
C12orf57
SLC2A3
CLEC4A
RIMKLB
KLRG1
A2M-AS1
PZP
LINC00987
KLRB1
CD69
KLRF1
CLEC2B
AC091814.1
CLEC7A
KLRD1
KLRK1
KLRC4-KLRK1
KLRC4
KLRC2
KLRC1
EIF2S3B
LINC02446
LINC01252
BCL2L14
AC008115.4
CDKN1B
APOLD1
RERG
PTPRO
MGST1
PLEKHA5
ST8SIA1
AC092794.1
AC022364.1
AC009318.1
AC009318.2
OVCH1-AS1
CAPRIN2
ETFBKMT
AC023157.3
KIAA1551
AC016957.2
AC084824.5
CPNE8
ABCD2
TMEM117
NELL2
PCED1B
AC008083.2
AC008083.3
LINC02416
CCDC65
FKBP11
TUBA1B
TUBA1A
TUBA1C
BCDIN3D-AS1
LIMA1
POU6F1
BIN2
CELA1
ACVR1B
GRASP
NR4A1
KRT7
KRT86
KRT81
KRT73-AS1
KRT73
KRT2
KRT1
KRT79
KRT8
KRT18
CSAD
AMHR2
AC023509.2
CALCOCO1
AC023794.3
NFE2
GTSF1
TESPA1
CD63
MMP19
DGKA
ERBB3
PA2G4
AC034102.6
MYL6
AC073896.2
IL23A
PTGES3
R3HDM2
GLI1
DDIT3
MARCH9
AC048341.2
SRGAP1
RASSF3
HELB
GRIP1
DYRK2
AC078777.1
IFNG-AS1
IFNG
IL26
IL22
LINC02384
MDM2
AC020656.2
LYZ
AC020656.1
LINC01481
AC089984.1
GLIPR1L2
GLIPR1
PHLDA1
DUSP6
GALNT4
ATP2B1-AS1
BTG1
AC025164.1
LINC02391
SOCS2
LINC02453
TMPO
ANKS1B
PMCH
IGF1
C12orf42
HSP90B1
C12orf75
CKAP4
TCP11L2
SELPLG
C12orf76
PHETA1
ATXN2-AS
AC127164.1
TESC
PXN
DYNLL1
OASL
P2RX7
MORN3
LINC01089
CCDC62
UBC
LINC00944
TMEM132D-AS1
RAN
LINC02361
AC127070.2
ZNF605
GJB2
GJB6
SLC46A3
UBL3
LINC00544
LINC00384
LINC00426
HMGB1
ALOX5AP
HSPH1
FRY
FRY-AS1
N4BP2L2
KL
NBEA
RGCC
EPSTI1
CCDC122
SMIM2-AS1
TSC22D1-AS1
TPT1
SLC25A30-AS1
LCP1
ITM2B
LPAR6
RCBTB2
AL161421.1
INTS6-AS1
AL162377.3
DHRS12
AL162377.1
NEK5
CKAP2
AL139089.1
KLF12
LINC00402
COMMD6
LMO7
AC001226.2
AC001226.1
POU4F1
DOCK9-DT
GPR18
GPR183
AL158063.1
CCDC168
TNFSF13B
AL442128.2
MCF2L
MCF2L-AS1
GAS6
RASA3
CFAP97D2
AL356019.2
RNASE6
RNASE1
TRAV1-1
TRAV1-2
TRAV2
TRAV4
TRAV5
TRAV6
TRAV8-1
TRAV10
TRAV12-1
TRAV8-2
TRAV8-3
TRAV13-1
TRAV12-2
TRAV8-4
TRAV13-2
TRAV14DV4
TRAV9-2
TRAV12-3
TRAV16
TRAV17
TRAV19
TRAV20
TRAV21
TRAV22
TRAV23DV6
TRDV1
TRAV25
TRAV26-1
TRAV27
TRAV29DV5
TRAV30
TRAV34
TRAV35
TRAV36DV7
TRAV38-1
TRAV38-2DV8
TRAV39
TRAV40
TRAV41
TRDC
TRAC
LINC02332
REM2
PRMT5-AS1
AL132780.1
CEBPE
DHRS2
PSME2
IRF9
AL136295.6
TGM1
LTB4R2
ADCY4
GZMH
GZMB
AL136418.1
EGLN3
NFKBIA
MIPOL1
KLHL28
RPS29
KLHDC1
AL627171.1
LINC01588
AL133485.1
TRIM9
AL358333.3
PTGDR
PTGER2
TXNDC16
AL139317.3
CDKN3
LGALS3
DLGAP5
ATG14
LINC00520
PELI2
ARMH4
DACT1
AL359220.1
AL355916.1
AL136038.5
SYNE2
PPP1R36
PLEKHG3
FUT8-AS1
TMEM229B
ARG2
ZFP36L1
SYNJ2BP
HEATR4
NPC2
FOS
BATF
TGFB3
VASH1-AS1
AC007686.3
SLIRP
TSHR
AC007262.2
LINC02328
CALM1
RPS6KA5
AL135818.2
CATSPERB
TC2N
FBLN5
LGMN
IFI27
PPP4R4
LINC02325
LINC01550
BCL11B
AL160313.1
EVL
AL133523.1
DLK1
PPP2R5C
AL137779.2
AL137779.1
AL118558.4
HSP90AA1
AMN
AL133367.1
SIVA1
CLBA1
LINC02298
CRIP2
CRIP1
AC068446.2
SNRPN
SNURF
AC124312.1
AC026150.3
AC091057.2
LINC02352
OTUD7A
AC123768.3
FMN1
AC010809.1
AC116158.2
C15orf53
AC022929.2
AC023908.3
BMF
PAK6
DISP2
KNL1
NUSAP1
SPTBN5
AC020659.1
CAPN3
MAP1A
PATL2
B2M
DUOX1
AC025580.3
C15orf48
AC090527.3
DUT
FGF7
GABPB1-AS1
AC022087.1
SCG3
TMOD2
AC090971.1
CERNA1
FAM214A
CCPG1
AC090517.4
LIPC
CCNB2
ANXA2
RORA
AC009560.1
RPS27L
AC007950.2
USP3-AS1
FBXL22
PCLAF
AC100830.3
MEGF11
AC016355.1
SPESP1
RPLP1
PKM
HEXA-AS1
ADPGK-AS1
AC068338.3
AC105020.6
AC105020.5
ISL2
CTSH
KIAA1024
ABHD17C
AC068870.2
IL16
AC104041.1
FSD2
WHAMM
ADAMTSL3
AC048382.5
AC048382.6
AKAP13
AC021739.2
ISG20
ANPEP
AC104035.1
SLCO3A1
IGF1R
SYNM
ADAMTS17
SPATA41
LINS1
AC023024.1
HBZ
HBA2
HBA1
Z69706.1
NME4
NHLRC4
AL022341.1
RHBDL1
FBXL16
CCDC78
HAGHL
AC009041.2
AC009041.1
CACNA1H
AL031714.1
GNPTG
TMEM204
MEIOB
RPS2
NOXO1
NPW
DNASE1L2
AC093525.7
PRSS21
IL32
LINC00921
AC025283.2
CLUAP1
