# Individual Exhaustion data: Fig S4D
Domain Name,Exhaution Marker,Mean Fluorescence Intensity,"Mean Fluorescence Intensity, SEM",Experiment Day,Donor Name
untrans,LAG3,510.993584092409,2.55690505586917,0,2
BAFF-R,LAG3,475.588925376853,2.89308441636062,0,1
BAFF-R,LAG3,485.004478044195,3.03851829644898,0,2
CD28,LAG3,453.905044229598,2.48360480493952,0,1
CD28,LAG3,464.507438528658,2.56445573062266,0,2
CD40,LAG3,494.030526247475,3.09433193442233,0,1
CD40,LAG3,486.900824122448,3.08260873160026,0,2
KLRG1,LAG3,459.337013259908,2.55638115395406,0,1
KLRG1,LAG3,440.919729676449,2.35334367679874,0,2
TACI,LAG3,451.706763740989,2.68730283560144,0,1
TACI,LAG3,442.920556162068,2.59244340539374,0,2
TNR8,LAG3,487.19941528451,3.16637829693453,0,1
TNR8,LAG3,497.626610795609,3.13618278762245,0,2
zeta,LAG3,452.081641731433,2.52976056934448,0,1
zeta,LAG3,445.305777528054,2.44796297277069,0,2
41BB,PD1,1358.06795425028,6.69214458007997,0,1
untrans,PD1,1428.65166742423,4.7122848849534,6,1
untrans,PD1,1296.12299165022,5.87945348491151,15,1
untrans,PD1,1081.61459261381,4.54211066995667,24,1
untrans,PD1,,,33,1
41BB,PD1,1463.17620013981,6.66223906643825,0,2
untrans,PD1,1597.59557051215,4.24485297741372,6,2
untrans,PD1,1329.4941809537,4.65878086684244,15,2
untrans,PD1,1165.0148354927,4.42607622689793,24,2
untrans,PD1,,,33,2
untrans,PD1,1393.70878572799,6.17013766863372,0,1
untrans,PD1,1502.44587521063,6.53171456022479,0,2
BAFF-R,PD1,1232.6037668782,6.48412883967173,0,1
BAFF-R,PD1,1265.92933322731,6.40700963723092,0,2
CD28,PD1,1323.79526485565,6.52618021732047,0,1
CD28,PD1,1411.91019071735,6.58523039457248,0,2
CD40,PD1,1255.87377250328,6.54484619385747,0,1
CD40,PD1,1225.76313705822,6.06962007292056,0,2
KLRG1,PD1,1288.27414286541,6.57905257386101,0,1
KLRG1,PD1,1370.14381395805,6.33720122772006,0,2
TACI,PD1,1301.60192557089,6.49663985815479,0,1
TACI,PD1,1369.31948892636,6.43441905188862,0,2
TNR8,PD1,1226.53148716085,6.48116872213542,0,1
TNR8,PD1,1251.78516352696,6.46272007573487,0,2
zeta,PD1,1277.18824006443,6.52164436663385,0,1
zeta,PD1,1357.47865382219,6.50801890131316,0,2
