# Domain Rank data: Fig S1C
Domain Name,Assay Name,Donor Name,T Cell Type,Experimental Batch,Sorted Cell Group,Rank of Domain within the Sort Group,Mean Rank of the Domain,Mean Rank of the Domain within the Assay
CXADR,ifng,C,CD4,prolif1,d1_ifng_CD4_pos,14,23.8846153846154,19.8
DC-SIGN,ifng,C,CD4,prolif1,d1_ifng_CD4_pos,10,7.38461538461539,7.4
HAVCR2,ifng,C,CD4,prolif1,d1_ifng_CD4_pos,26,15.5769230769231,12
ICOS,ifng,C,CD4,prolif1,d1_ifng_CD4_pos,23,17.1153846153846,16.6
ILT4,ifng,C,CD4,prolif1,d1_ifng_CD4_pos,1,18.0416666666667,15
KIR2DL1,ifng,C,CD4,prolif1,d1_ifng_CD4_pos,31,17.8461538461538,22.4
KIR3DL1,ifng,C,CD4,prolif1,d1_ifng_CD4_pos,11,11.9615384615385,10
KLRG1,ifng,C,CD4,prolif1,d1_ifng_CD4_pos,2,8.2,12
LAG3,ifng,C,CD4,prolif1,d1_ifng_CD4_pos,15,15.3076923076923,14.4
LAIR1,ifng,C,CD4,prolif1,d1_ifng_CD4_pos,8,10.4615384615385,8.8
NKR-P1A,ifng,C,CD4,prolif1,d1_ifng_CD4_pos,9,4.30769230769231,5.2
NTB-A,ifng,C,CD4,prolif1,d1_ifng_CD4_pos,32,33.0769230769231,31.4
NKG2D,ifng,C,CD4,prolif1,d1_ifng_CD4_pos,7,12.1923076923077,10.4
PD1,ifng,C,CD4,prolif1,d1_ifng_CD4_pos,6,23.9230769230769,17.6
Siglec-3,ifng,C,CD4,prolif1,d1_ifng_CD4_pos,16,18.6538461538462,17.2
TACI,ifng,C,CD4,prolif1,d1_ifng_CD4_pos,29,33.8846153846154,31
TIGIT,ifng,C,CD4,prolif1,d1_ifng_CD4_pos,17,21.1153846153846,14.4
