# Differentiation Arrayed Data: Fig S4H
Domain Name,Measurement Day,Differentiation Status,Donor Name,T Cell Type,K562 Condition,MFI Measurement mean,MFI Measurement standard deviation
41BB,6,TEM,2,cd8,cd19-,0.0358,0.015556349186104
41BB,6,TEMRA,2,cd8,cd19-,0.4098,0.0161220346110533
BAFF-R,6,Naive,2,cd8,cd19-,0.4382,0.0115965512114594
BAFF-R,6,TCM,2,cd8,cd19-,0.1068,0.00282842712474618
BAFF-R,6,TEM,2,cd8,cd19-,0.0948,0.00339411254969543
BAFF-R,6,TEMRA,2,cd8,cd19-,0.3602,0.0110308657865101
CD28,6,Naive,2,cd8,cd19-,0.4184,0.0076
CD28,6,TCM,2,cd8,cd19-,0.048,0.0187488666324127
CD28,6,TEM,2,cd8,cd19-,0.118533333333333,0.0270712639773863
CD28,6,TEMRA,2,cd8,cd19-,0.415066666666667,0.0515431211058598
CD40,6,Naive,2,cd8,cd19-,0.505733333333333,0.0277887267310565
CD40,6,TCM,2,cd8,cd19-,0.148666666666667,0.0393798594884915
CD40,6,TEM,2,cd8,cd19-,0.074,0.0103923048454133
CD40,6,TEMRA,2,cd8,cd19-,0.2716,0.0268804761862583
KLRG1,6,Naive,2,cd8,cd19-,0.6256,0.0230234662898531
KLRG1,6,TCM,2,cd8,cd19-,0.0964,0.017031735084835
KLRG1,6,TEM,2,cd8,cd19-,0.0566666666666667,0.0122463600034187
KLRG1,6,TEMRA,2,cd8,cd19-,0.221333333333333,0.0128519777985076
TACI,6,Naive,2,cd8,cd19-,0.4404,0.0152
TACI,6,TCM,2,cd8,cd19-,0.0417333333333333,0.0164065027758305
TACI,6,TEM,2,cd8,cd19-,0.0661333333333333,0.0186175544401872
TACI,6,TEMRA,2,cd8,cd19-,0.451733333333333,0.0264857194226121
TNR8,6,Naive,2,cd8,cd19-,0.2094,0.00480832611206852
TNR8,6,TCM,2,cd8,cd19-,0.1156,0.0107480230740355
TNR8,6,TEM,2,cd8,cd19-,0.233,0.0127279220613578
TNR8,6,TEMRA,2,cd8,cd19-,0.442,0.0282842712474619
zeta,6,Naive,2,cd8,cd19-,0.5096,0.0254558441227157
zeta,6,TCM,2,cd8,cd19-,0.0454,0.00424264068711928
zeta,6,TEM,2,cd8,cd19-,0.0426,0.00424264068711928
zeta,6,TEMRA,2,cd8,cd19-,0.4024,0.0169705627484771
41BB,15,Naive,2,cd4,cd19-,0.16144,0.0728684293778863
41BB,15,TCM,2,cd4,cd19-,0.10248,0.010656078077792
41BB,15,TEM,2,cd4,cd19-,0.41344,0.129870889732842
41BB,15,TEMRA,2,cd4,cd19-,0.32264,0.066880550236971
BAFF-R,15,Naive,2,cd4,cd19-,0.1838,0.0263669490081807
BAFF-R,15,TCM,2,cd4,cd19-,0.1878,0.077917186807533
BAFF-R,15,TEM,2,cd4,cd19-,0.445533333333333,0.0294975705214288
BAFF-R,15,TEMRA,2,cd4,cd19-,0.182866666666667,0.0750540782813743
CD28,15,Naive,2,cd4,cd19-,0.4216,0.139093752555605
CD28,15,TCM,2,cd4,cd19-,0.265533333333333,0.0609395328720747
CD28,15,TEM,2,cd4,cd19-,0.218466666666667,0.103744738019172
CD28,15,TEMRA,2,cd4,cd19-,0.0944,0.0242256062875628
CD40,15,Naive,2,cd4,cd19-,0.137141199443345,0.0479443283051782
CD40,15,TCM,2,cd4,cd19-,0.212164626306363,0.0261102549896904
CD40,15,TEM,2,cd4,cd19-,0.517197647954761,0.129608495630326
CD40,15,TEMRA,2,cd4,cd19-,0.133496526295531,0.0597208726016668
KLRG1,15,Naive,2,cd4,cd19-,0.3492,0.0613470129672179
KLRG1,15,TCM,2,cd4,cd19-,0.315466666666667,0.0118407206987863
KLRG1,15,TEM,2,cd4,cd19-,0.244466666666667,0.0751367464471723
KLRG1,15,TEMRA,2,cd4,cd19-,0.0908666666666667,0.0175297081169843
TACI,15,Naive,2,cd4,cd19-,0.285533333333333,0.0761452997017325
TACI,15,TCM,2,cd4,cd19-,0.186266666666667,0.0462415686008451
TACI,15,TEM,2,cd4,cd19-,0.3434,0.0932224007414527
TACI,15,TEMRA,2,cd4,cd19-,0.1848,0.0628394780372975
TNR8,15,Naive,2,cd4,cd19-,0.0878666666666667,0.0445404385549432
TNR8,15,TCM,2,cd4,cd19-,0.125133333333333,0.0287893498826678
TNR8,15,TEM,2,cd4,cd19-,0.635066666666667,0.133980933966989
TNR8,15,TEMRA,2,cd4,cd19-,0.151933333333333,0.0650186024662686
zeta,15,Naive,2,cd4,cd19-,0.40328,0.140724809468693
zeta,15,TCM,2,cd4,cd19-,0.23112,0.0340192886462959
zeta,15,TEM,2,cd4,cd19-,0.24416,0.124831278131725
zeta,15,TEMRA,2,cd4,cd19-,0.12144,0.013453921361447
41BB,15,Naive,2,cd8,cd19-,0.244106134884365,0.00924167287689377
41BB,15,TCM,2,cd8,cd19-,0.0605351613349952,0.0292557525970166
41BB,15,TEM,2,cd8,cd19-,0.126169117850713,0.0334480090436163
41BB,15,TEMRA,2,cd8,cd19-,0.569189585929927,0.0581727455688692
BAFF-R,15,Naive,2,cd8,cd19-,0.14,0.0068
BAFF-R,15,TCM,2,cd8,cd19-,0.0732,0.0281623862625311
BAFF-R,15,TEM,2,cd8,cd19-,0.2928,0.038725702059485
BAFF-R,15,TEMRA,2,cd8,cd19-,0.494,0.0641011700361234
CD28,15,Naive,2,cd8,cd19-,0.0177648484501699,0.00330009226143596
CD28,15,TCM,2,cd8,cd19-,0.0119834558478638,0.00586320013351685
CD28,15,TEM,2,cd8,cd19-,0.377015804585704,0.0302359339416302
CD28,15,TEMRA,2,cd8,cd19-,0.593235891116262,0.0393516803051124
CD40,15,Naive,2,cd8,cd19-,0.135733333333333,0.0120155454862996
CD40,15,TCM,2,cd8,cd19-,0.108,0.0180532545542348
CD40,15,TEM,2,cd8,cd19-,0.336533333333333,0.0434038400758888
CD40,15,TEMRA,2,cd8,cd19-,0.419733333333333,0.0483889794615813
KLRG1,15,Naive,2,cd8,cd19-,0.22,
KLRG1,15,TCM,2,cd8,cd19-,0.1356,
KLRG1,15,TEM,2,cd8,cd19-,0.302,
KLRG1,15,TEMRA,2,cd8,cd19-,0.3424,
TACI,15,Naive,2,cd8,cd19-,0.0896927436549969,0.00624603720099592
TACI,15,TCM,2,cd8,cd19-,0.0380676861468388,0.00550605359102747
TACI,15,TEM,2,cd8,cd19-,0.241267132845756,0.0261401522028036
TACI,15,TEMRA,2,cd8,cd19-,0.630972437352409,0.0350560394968929
TNR8,15,Naive,2,cd8,cd19-,0.0538666666666667,0.00715914333795136
TNR8,15,TCM,2,cd8,cd19-,0.0345333333333333,0.0102787807318443
TNR8,15,TEM,2,cd8,cd19-,0.4308,0.0491137455301467
TNR8,15,TEMRA,2,cd8,cd19-,0.4808,0.0491967478599958
zeta,15,Naive,2,cd8,cd19-,0.0890706518892743,0.0188534151461097
zeta,15,TCM,2,cd8,cd19-,0.0175522963106207,0.00329632101978699
zeta,15,TEM,2,cd8,cd19-,0.194398725040321,0.0692039694777339
zeta,15,TEMRA,2,cd8,cd19-,0.698978326759784,0.0538994556653953
41BB,24,Naive,2,cd4,cd19-,0.1537,0.0974853835197872
41BB,24,TCM,2,cd4,cd19-,0.0363,0.0146146045675778
41BB,24,TEM,2,cd4,cd19-,0.3444,0.25387450968277
41BB,24,TEMRA,2,cd4,cd19-,0.4656,0.14269071448416
BAFF-R,24,Naive,2,cd4,cd19-,0.17024,0.0658474600876906
BAFF-R,24,TCM,2,cd4,cd19-,0.0888,0.053843476856533
BAFF-R,24,TEM,2,cd4,cd19-,0.38296,0.229611428287008
BAFF-R,24,TEMRA,2,cd4,cd19-,0.358,0.217393284164898
CD28,24,Naive,2,cd4,cd19-,0.33968,0.234388634536745
CD28,24,TCM,2,cd4,cd19-,0.17128,0.0780171263249295
CD28,24,TEM,2,cd4,cd19-,0.282,0.25223084664648
CD28,24,TEMRA,2,cd4,cd19-,0.20704,0.0960910401650435
CD40,24,Naive,2,cd4,cd19-,0.0543312523225567,0.0101168210167431
CD40,24,TCM,2,cd4,cd19-,0.102843166109253,0.0148525250175383
CD40,24,TEM,2,cd4,cd19-,0.600473117800074,0.18626810182489
CD40,24,TEMRA,2,cd4,cd19-,0.242352463768116,0.188562424456264
KLRG1,24,Naive,2,cd4,cd19-,0.2706,0.117113756664194
KLRG1,24,TCM,2,cd4,cd19-,0.218933333333333,0.0194905789207675
KLRG1,24,TEM,2,cd4,cd19-,0.373133333333333,0.145964470562759
KLRG1,24,TEMRA,2,cd4,cd19-,0.137333333333333,0.0307179860450953
TACI,24,Naive,2,cd4,cd19-,0.2673,0.097237784151361
TACI,24,TCM,2,cd4,cd19-,0.1091,0.0114792566542147
TACI,24,TEM,2,cd4,cd19-,0.286,0.209147348377486
TACI,24,TEMRA,2,cd4,cd19-,0.3376,0.124757685134023
TNR8,24,Naive,2,cd4,cd19-,0.103497207764472,0.0550178019567218
TNR8,24,TCM,2,cd4,cd19-,0.089068066688126,0.0170738371969877
TNR8,24,TEM,2,cd4,cd19-,0.546582873992932,0.204241466197045
TNR8,24,TEMRA,2,cd4,cd19-,0.26085185155447,0.133431025687293
zeta,24,Naive,2,cd4,cd19-,0.34896,0.232418002745054
zeta,24,TCM,2,cd4,cd19-,0.15816,0.0299874640474983
zeta,24,TEM,2,cd4,cd19-,0.3156,0.268218567589941
zeta,24,TEMRA,2,cd4,cd19-,0.17728,0.0658303273575333
41BB,24,Naive,2,cd8,cd19-,0.1478,0.00763675323681472
41BB,24,TCM,2,cd8,cd19-,0.0754,0.00537401153701777
41BB,24,TEM,2,cd8,cd19-,0.2008,0.00339411254969543
41BB,24,TEMRA,2,cd8,cd19-,0.576,0.00113137084989843
BAFF-R,24,Naive,2,cd8,cd19-,0.072,0.0118186293621553
BAFF-R,24,TCM,2,cd8,cd19-,0.0568,0.0104919016388832
BAFF-R,24,TEM,2,cd8,cd19-,0.3456,0.0326239176065659
BAFF-R,24,TEMRA,2,cd8,cd19-,0.5256,0.0516340972614027
CD28,24,Naive,2,cd8,cd19-,0.00842034532738556,0.00389310229147709
CD28,24,TCM,2,cd8,cd19-,0.0100788334696979,0.00267630792853619
CD28,24,TEM,2,cd8,cd19-,0.52601816094773,0.0362309050498103
CD28,24,TEMRA,2,cd8,cd19-,0.455482660255186,0.0296614948297971
CD40,24,Naive,2,cd8,cd19-,0.0916201943141651,0.0243825611811411
CD40,24,TCM,2,cd8,cd19-,0.065052995416144,0.0109790021842975
CD40,24,TEM,2,cd8,cd19-,0.328893292247186,0.0551690312488379
CD40,24,TEMRA,2,cd8,cd19-,0.514433518022505,0.0418748005592811
KLRG1,24,Naive,2,cd8,cd19-,0.132119042950899,0.00769884725583171
KLRG1,24,TCM,2,cd8,cd19-,0.061373889821021,0.0144168865178276
KLRG1,24,TEM,2,cd8,cd19-,0.303557209933591,0.0524732559648344
KLRG1,24,TEMRA,2,cd8,cd19-,0.502949857294489,0.0496981055784482
TACI,24,Naive,2,cd8,cd19-,0.0466813914601397,0.0229777636229642
TACI,24,TCM,2,cd8,cd19-,0.0373799604610781,0.00649058941552725
TACI,24,TEM,2,cd8,cd19-,0.39647558833777,0.0804835463658484
TACI,24,TEMRA,2,cd8,cd19-,0.519463059741012,0.0517328381844932
TNR8,24,Naive,2,cd8,cd19-,0.026,0.00961665222413705
TNR8,24,TCM,2,cd8,cd19-,0.0508,0.011879393923934
TNR8,24,TEM,2,cd8,cd19-,0.5856,0.037900923471599
TNR8,24,TEMRA,2,cd8,cd19-,0.3376,0.0164048773235279
zeta,24,Naive,2,cd8,cd19-,0.046394541223029,0.0127686372874912
zeta,24,TCM,2,cd8,cd19-,0.0330457479144992,0.00224259402296512
zeta,24,TEM,2,cd8,cd19-,0.31178293225982,0.0806319481682099
zeta,24,TEMRA,2,cd8,cd19-,0.608776778602652,0.0687058875640381
41BB,33,Naive,2,cd4,cd19-,0.108669985436251,0.0916387188970327
41BB,33,TCM,2,cd4,cd19-,0.0563682730923695,0.0287302881795449
41BB,33,TEM,2,cd4,cd19-,0.409513910587405,0.318305851674139
41BB,33,TEMRA,2,cd4,cd19-,0.425447830883975,0.25297637145458
BAFF-R,33,Naive,2,cd4,cd19-,0.148468539325843,0.0756577642574072
BAFF-R,33,TCM,2,cd4,cd19-,0.192194382022472,0.0928252394021524
BAFF-R,33,TEM,2,cd4,cd19-,0.441140449438202,0.136858137921772
BAFF-R,33,TEMRA,2,cd4,cd19-,0.218196629213483,0.153342019768628
CD28,33,Naive,2,cd4,cd19-,0.383244744260888,0.227075557018212
CD28,33,TCM,2,cd4,cd19-,0.256832198416653,0.153957303282434
CD28,33,TEM,2,cd4,cd19-,0.209184405734331,0.162425144556255
CD28,33,TEMRA,2,cd4,cd19-,0.150738651588128,0.0894290527548839
CD40,33,Naive,2,cd4,cd19-,0.0214,0.0302641702347842
CD40,33,TCM,2,cd4,cd19-,0.095,0.134350288425444
CD40,33,TEM,2,cd4,cd19-,0.842,0.223445742854949
CD40,33,TEMRA,2,cd4,cd19-,0.0416,0.0588312841947208
KLRG1,33,Naive,2,cd4,cd19-,0.320937402597403,0.199662467406559
KLRG1,33,TCM,2,cd4,cd19-,0.318779664502165,0.149362239770947
KLRG1,33,TEM,2,cd4,cd19-,0.264981612554113,0.117153848473432
KLRG1,33,TEMRA,2,cd4,cd19-,0.0953013203463204,0.0677191755732326
TACI,33,Naive,2,cd4,cd19-,0.2964,0.113522508781299
TACI,33,TCM,2,cd4,cd19-,0.1904,0.0501382089827708
TACI,33,TEM,2,cd4,cd19-,0.34072,0.13403653233354
TACI,33,TEMRA,2,cd4,cd19-,0.17248,0.066654572236269
TNR8,33,Naive,2,cd4,cd19-,0.113876535339642,0.0586704150852772
TNR8,33,TCM,2,cd4,cd19-,0.130030109412224,0.0378581607524678
TNR8,33,TEM,2,cd4,cd19-,0.473530702419318,0.173992396804509
TNR8,33,TEMRA,2,cd4,cd19-,0.282562652828816,0.143383895965956
zeta,33,Naive,2,cd4,cd19-,0.326622142214221,0.292466044363096
zeta,33,TCM,2,cd4,cd19-,0.24566900690069,0.151955722006687
zeta,33,TEM,2,cd4,cd19-,0.306334593459346,0.232592429327743
zeta,33,TEMRA,2,cd4,cd19-,0.121374257425743,0.092105944207404
41BB,33,Naive,2,cd8,cd19-,0.0224,0.00452548339959391
41BB,33,TCM,2,cd8,cd19-,0.0368,0.00169705627484771
41BB,33,TEM,2,cd8,cd19-,0.5776,0.00226274169979702
41BB,33,TEMRA,2,cd8,cd19-,0.3632,0.000565685424949215
BAFF-R,33,Naive,2,cd8,cd19-,0.014,
BAFF-R,33,TCM,2,cd8,cd19-,0.0176,
BAFF-R,33,TEM,2,cd8,cd19-,0.6808,
BAFF-R,33,TEMRA,2,cd8,cd19-,0.2876,
TNR8,33,Naive,2,cd8,cd19-,0.0052,
TNR8,33,TCM,2,cd8,cd19-,0.0096,
TNR8,33,TEM,2,cd8,cd19-,0.6588,
TNR8,33,TEMRA,2,cd8,cd19-,0.3264,
41BB,0,Naive,1,cd4,cd19+,0.486933333333333,0.00611010092660779
41BB,0,TCM,1,cd4,cd19+,0.3604,0.0178033704674143
41BB,0,TEM,1,cd4,cd19+,0.108933333333333,0.00965263349212707
41BB,0,TEMRA,1,cd4,cd19+,0.0437333333333333,0.00400666112035113
BAFF-R,0,Naive,1,cd4,cd19+,0.460933333333333,0.0226886168228328
BAFF-R,0,TCM,1,cd4,cd19+,0.389066666666667,0.021660409352857
BAFF-R,0,TEM,1,cd4,cd19+,0.1096,0.00697423830966508
BAFF-R,0,TEMRA,1,cd4,cd19+,0.0404,0.00183303027798234
CD28,0,Naive,1,cd4,cd19+,0.44,0.0123158434546725
CD28,0,TCM,1,cd4,cd19+,0.449066666666667,0.00100664459136943
CD28,0,TEM,1,cd4,cd19+,0.0898666666666667,0.0098332768359959
CD28,0,TEMRA,1,cd4,cd19+,0.0210666666666667,0.00600444279957211
CD40,0,Naive,1,cd4,cd19+,0.4844,0.0101429778664848
CD40,0,TCM,1,cd4,cd19+,0.380266666666667,0.0176967040245729
CD40,0,TEM,1,cd4,cd19+,0.0934666666666667,0.00948542741964395
CD40,0,TEMRA,1,cd4,cd19+,0.0418666666666667,0.0068156682235371
KLRG1,0,Naive,1,cd4,cd19+,0.458666666666667,0.0088030297814635
KLRG1,0,TCM,1,cd4,cd19+,0.424266666666667,0.00858215202226885
KLRG1,0,TEM,1,cd4,cd19+,0.0956,0.00723325652801005
KLRG1,0,TEMRA,1,cd4,cd19+,0.0214666666666667,0.00408574758561188
TACI,0,Naive,1,cd4,cd19+,0.4572,0.0219235033696715
TACI,0,TCM,1,cd4,cd19+,0.418266666666667,0.0242002754805257
TACI,0,TEM,1,cd4,cd19+,0.0990666666666667,0.0018475208614068
TACI,0,TEMRA,1,cd4,cd19+,0.0254666666666667,0.00272274371422162
TNR8,0,Naive,1,cd4,cd19+,0.415466666666667,0.0108246631972239
TNR8,0,TCM,1,cd4,cd19+,0.506266666666667,0.00733575717518877
TNR8,0,TEM,1,cd4,cd19+,0.0585333333333333,0.00463609030685699
TNR8,0,TEMRA,1,cd4,cd19+,0.0197333333333333,0.00122202018532156
untrans,0,Naive,1,cd4,cd19+,0.357526546648818,0.00815045366672631
untrans,0,TCM,1,cd4,cd19+,0.505598417415393,0.0168506113365735
untrans,0,TEM,1,cd4,cd19+,0.11647751923736,0.00584111382960908
untrans,0,TEMRA,1,cd4,cd19+,0.0203975166984294,0.00576188331167632
zeta,0,Naive,1,cd4,cd19+,0.512502696871629,0.01311912272382
zeta,0,TCM,1,cd4,cd19+,0.381777346278317,0.0111405315172096
zeta,0,TEM,1,cd4,cd19+,0.0864474649406688,0.00343875139970346
zeta,0,TEMRA,1,cd4,cd19+,0.0192724919093851,0.00160491907296876
41BB,0,Naive,1,cd8,cd19+,0.916533333333333,0.00873002481859779
41BB,0,TCM,1,cd8,cd19+,0.0109333333333333,0.0014047538337137
41BB,0,TEM,1,cd8,cd19+,0.00453333333333333,0.00100664459136943
41BB,0,TEMRA,1,cd8,cd19+,0.068,0.00747261667690777
BAFF-R,0,Naive,1,cd8,cd19+,0.888133333333333,0.00161658075373097
BAFF-R,0,TCM,1,cd8,cd19+,0.0192,0.00105830052442584
BAFF-R,0,TEM,1,cd8,cd19+,0.00586666666666667,0.0014047538337137
BAFF-R,0,TEMRA,1,cd8,cd19+,0.0868,0.00381575680566778
CD28,0,Naive,1,cd8,cd19+,0.933066666666667,0.00721479960451662
CD28,0,TCM,1,cd8,cd19+,0.00973333333333333,0.00122202018532156
CD28,0,TEM,1,cd8,cd19+,0.004,0.000692820323027551
CD28,0,TEMRA,1,cd8,cd19+,0.0532,0.006
CD40,0,Naive,1,cd8,cd19+,0.883321212121212,0.00281820136845612
CD40,0,TCM,1,cd8,cd19+,0.0247977961432507,0.000400018213277488
CD40,0,TEM,1,cd8,cd19+,0.00682203856749311,0.00413812780414895
CD40,0,TEMRA,1,cd8,cd19+,0.0850589531680441,0.00179259633902306
KLRG1,0,Naive,1,cd8,cd19+,0.938933333333333,0.0119755306075904
KLRG1,0,TCM,1,cd8,cd19+,0.0132,0.002
KLRG1,0,TEM,1,cd8,cd19+,0.00506666666666667,0.000611010092660779
KLRG1,0,TEMRA,1,cd8,cd19+,0.0428,0.0120465762771005
TACI,0,Naive,1,cd8,cd19+,0.918000929152149,0.00623618773235509
TACI,0,TCM,1,cd8,cd19+,0.0137212543554007,0.00581168442023152
TACI,0,TEM,1,cd8,cd19+,0.00569477351916376,0.00249491016307701
TACI,0,TEMRA,1,cd8,cd19+,0.0625830429732869,0.00593184507275878
TNR8,0,Naive,1,cd8,cd19+,0.8524,0.00450777106783387
TNR8,0,TCM,1,cd8,cd19+,0.0494666666666667,0.00371662929727103
TNR8,0,TEM,1,cd8,cd19+,0.0064,0.0026229754097208
TNR8,0,TEMRA,1,cd8,cd19+,0.0917333333333333,0.00266333124739176
untrans,0,Naive,1,cd8,cd19+,0.7948,0.01113552872566
untrans,0,TCM,1,cd8,cd19+,0.0296,0.0030199337741083
untrans,0,TEM,1,cd8,cd19+,0.0198666666666667,0.00257164020293146
untrans,0,TEMRA,1,cd8,cd19+,0.155733333333333,0.0060044427995721
zeta,0,Naive,1,cd8,cd19+,0.933466666666667,0.00789261257970599
zeta,0,TCM,1,cd8,cd19+,0.0102666666666667,0.00128582010146573
zeta,0,TEM,1,cd8,cd19+,0.0056,8e-04
zeta,0,TEMRA,1,cd8,cd19+,0.0506666666666667,0.00750821772016058
untrans,6,Naive,1,cd4,cd19+,0.5176,
untrans,6,TCM,1,cd4,cd19+,0.3508,
untrans,6,TEM,1,cd4,cd19+,0.0932,
untrans,6,TEMRA,1,cd4,cd19+,0.0384,
untrans,6,Naive,1,cd8,cd19+,0.764266666666667,0.00950228042805163
untrans,6,TCM,1,cd8,cd19+,0.0222666666666667,0.00540123442680776
untrans,6,TEM,1,cd8,cd19+,0.0156,0.00366606055596467
untrans,6,TEMRA,1,cd8,cd19+,0.197866666666667,0.00843168626867327
untrans,15,Naive,1,cd4,cd19+,0.3168,0.018386951895298
untrans,15,TCM,1,cd4,cd19+,0.258666666666667,0.00622682369537898
untrans,15,TEM,1,cd4,cd19+,0.2404,0.0156511980372111
untrans,15,TEMRA,1,cd4,cd19+,0.184133333333333,0.00847899365097848
untrans,15,Naive,1,cd8,cd19+,0.710266666666667,0.0103253732781596
untrans,15,TCM,1,cd8,cd19+,0.0146666666666667,0.00360739980225832
untrans,15,TEM,1,cd8,cd19+,0.02,0.00183303027798234
untrans,15,TEMRA,1,cd8,cd19+,0.255066666666667,0.00924626050537908
untrans,24,Naive,1,cd4,cd19+,0.385466666666667,0.0150004444378603
untrans,24,TCM,1,cd4,cd19+,0.175066666666667,0.0208012820117735
untrans,24,TEM,1,cd4,cd19+,0.221733333333333,0.0139101881127946
untrans,24,TEMRA,1,cd4,cd19+,0.217733333333333,0.0104332800850611
untrans,24,Naive,1,cd8,cd19+,0.7092,0.00288444102037121
untrans,24,TCM,1,cd8,cd19+,0.0169333333333333,0.00115470053837925
untrans,24,TEM,1,cd8,cd19+,0.0172,0.0026229754097208
untrans,24,TEMRA,1,cd8,cd19+,0.256666666666667,0.00582866479850516
BAFF-R,33,Naive,1,cd4,cd19+,0.370262643391812,0.00712766470431451
BAFF-R,33,TCM,1,cd4,cd19+,0.188968773582982,0.00601262145009427
BAFF-R,33,TEM,1,cd4,cd19+,0.257478955603535,0.0162268462045703
BAFF-R,33,TEMRA,1,cd4,cd19+,0.183289627421672,0.00308656005016147
CD28,33,Naive,1,cd4,cd19+,0.610863121185702,0.0427346487112916
CD28,33,TCM,1,cd4,cd19+,0.20341636567443,0.00559591043425
CD28,33,TEM,1,cd4,cd19+,0.0955698094407772,0.0212545959112668
CD28,33,TEMRA,1,cd4,cd19+,0.0901507036990908,0.0158841423657748
untrans,33,Naive,1,cd8,cd19+,0.648666666666667,0.0346348572009953
untrans,33,TCM,1,cd8,cd19+,0.0362666666666667,0.0052204725201205
untrans,33,TEM,1,cd8,cd19+,0.0450666666666667,0.006226823695379
untrans,33,TEMRA,1,cd8,cd19+,0.27,0.0249799919935936
41BB,0,Naive,2,cd4,cd19+,0.415066666666667,0.0269883925666819
41BB,0,TCM,2,cd4,cd19+,0.349333333333333,0.0227484798026886
41BB,0,TEM,2,cd4,cd19+,0.144266666666667,0.00961110468850138
41BB,0,TEMRA,2,cd4,cd19+,0.0913333333333333,0.007170309151866
BAFF-R,0,Naive,2,cd4,cd19+,0.384533333333333,0.0120355030361565
BAFF-R,0,TCM,2,cd4,cd19+,0.384266666666667,0.00463609030685699
BAFF-R,0,TEM,2,cd4,cd19+,0.1524,0.00559999999999999
BAFF-R,0,TEMRA,2,cd4,cd19+,0.0788,0.00734302390027433
CD28,0,Naive,2,cd4,cd19+,0.4696,0.00452548339959392
CD28,0,TCM,2,cd4,cd19+,0.3656,0.00848528137423858
CD28,0,TEM,2,cd4,cd19+,0.125,0.0132936074863071
CD28,0,TEMRA,2,cd4,cd19+,0.0398,0.000282842712474617
CD40,0,Naive,2,cd4,cd19+,0.383776995305164,0.0224542830454364
CD40,0,TCM,2,cd4,cd19+,0.455568075117371,0.0123411010815183
CD40,0,TEM,2,cd4,cd19+,0.110169953051643,0.0146682335219514
CD40,0,TEMRA,2,cd4,cd19+,0.0504849765258216,0.00720846340907429
KLRG1,0,Naive,2,cd4,cd19+,0.440093676814988,0.00400328940210411
KLRG1,0,TCM,2,cd4,cd19+,0.383816393442623,0.0119376036123409
KLRG1,0,TEM,2,cd4,cd19+,0.127592193598751,0.00380840868745837
KLRG1,0,TEMRA,2,cd4,cd19+,0.0484977361436378,0.0048416413317152
TACI,0,Naive,2,cd4,cd19+,0.4492,0.00423320209770335
TACI,0,TCM,2,cd4,cd19+,0.377333333333333,0.00254034118443436
TACI,0,TEM,2,cd4,cd19+,0.116,0.00589236794506249
TACI,0,TEMRA,2,cd4,cd19+,0.0574666666666667,0.00128582010146573
TNR8,0,Naive,2,cd4,cd19+,0.41,0.00381575680566778
TNR8,0,TCM,2,cd4,cd19+,0.472933333333333,0.005430776494511
TNR8,0,TEM,2,cd4,cd19+,0.0857333333333333,0.00289367125522809
TNR8,0,TEMRA,2,cd4,cd19+,0.0313333333333333,0.00320832251080426
untrans,0,Naive,2,cd4,cd19+,0.295284657667855,0.0149741660788962
untrans,0,TCM,2,cd4,cd19+,0.468435315279575,0.0151644568820672
untrans,0,TEM,2,cd4,cd19+,0.183341528453462,0.0110421361138538
untrans,0,TEMRA,2,cd4,cd19+,0.0529384985991084,0.00562440226056047
zeta,0,Naive,2,cd4,cd19+,0.4672,0.0100955435712992
zeta,0,TCM,2,cd4,cd19+,0.382,0.00417612260356421
zeta,0,TEM,2,cd4,cd19+,0.110266666666667,0.00756130500200417
zeta,0,TEMRA,2,cd4,cd19+,0.0405333333333333,0.00335459883344244
41BB,0,Naive,2,cd8,cd19+,0.8152,0.00982242332624694
41BB,0,TCM,2,cd8,cd19+,0.0036,4e-04
41BB,0,TEM,2,cd8,cd19+,0.0044,0.000692820323027551
41BB,0,TEMRA,2,cd8,cd19+,0.1768,0.00970772887960927
BAFF-R,0,Naive,2,cd8,cd19+,0.554266666666667,0.0128519777985076
BAFF-R,0,TCM,2,cd8,cd19+,0.00866666666666667,0.00234378611083293
BAFF-R,0,TEM,2,cd8,cd19+,0.00813333333333333,0.000923760430703401
BAFF-R,0,TEMRA,2,cd8,cd19+,0.428933333333333,0.0140930242791721
CD28,0,Naive,2,cd8,cd19+,0.8524,0.0094572723340295
CD28,0,TCM,2,cd8,cd19+,0.0056,0.0016
CD28,0,TEM,2,cd8,cd19+,0.00426666666666667,0.000611010092660779
CD28,0,TEMRA,2,cd8,cd19+,0.137733333333333,0.0092462605053791
CD40,0,Naive,2,cd8,cd19+,0.714933333333333,0.0106006289121605
CD40,0,TCM,2,cd8,cd19+,0.00786666666666667,0.0014047538337137
CD40,0,TEM,2,cd8,cd19+,0.00746666666666667,0.000923760430703401
CD40,0,TEMRA,2,cd8,cd19+,0.269733333333333,0.0112095197637247
KLRG1,0,Naive,2,cd8,cd19+,0.871333333333333,0.00151437555888003
KLRG1,0,TCM,2,cd8,cd19+,0.0032,0
KLRG1,0,TEM,2,cd8,cd19+,0.004,0.00183303027798234
KLRG1,0,TEMRA,2,cd8,cd19+,0.121466666666667,0.00325781112609884
TACI,0,Naive,2,cd8,cd19+,0.760438389031705,0.0318677972790006
TACI,0,TCM,2,cd8,cd19+,0.00668449014567267,0.00535744700172156
TACI,0,TEM,2,cd8,cd19+,0.00525689802913453,0.00240245056399255
TACI,0,TEMRA,2,cd8,cd19+,0.227620222793488,0.0347536255902261
